zipcode,city,county_name,rent_amount
95032,Los Gatos,Santa Clara County,3814.475524475524
32082,Ponte Vedra Beach,Saint Johns County,2829.211111111112
92008,Carlsbad,San Diego County,3155.314285714286
80247,Denver,Denver County,1860.3881228166945
43220,Upper Arlington,Franklin County,1435.6392857142855
32205,Jacksonville,Duval County,1533.8434194583622
79932,El Paso,El Paso County,1761.3333333333333
95603,Auburn,Placer County,1922.8333333333333
55118,West Saint Paul,Dakota County,1433.1666666666667
76018,Arlington,Tarrant County,2165.390211640212
60605,Chicago,Cook County,2453.6263038548755
70607,Lake Charles,Calcasieu Parish,1127.7416666666666
20708,Laurel,Prince Georges County,1651.9555555555555
83814,Coeur d'Alene,Kootenai County,2005.950303030303
10065,New York,New York County,4087.602127298924
55129,Woodbury,Washington County,2003.2349206349209
06851,Norwalk,Fairfield County,2813.535353535354
15146,Monroeville,Allegheny County,1329.3174603174602
55404,Minneapolis,Hennepin County,1517.7883333333332
94903,San Rafael,Marin County,3695.905555555556
32159,Lady Lake,Lake County,2025.8888888888887
79605,Abilene,Taylor County,1138.823361823362
64151,Kansas City,Platte County,1536.052380952381
07201,Elizabeth,Union County,1892.5
15221,Pittsburgh,Allegheny County,1107.3464646464647
32757,Mount Dora,Lake County,2254.8444444444444
15010,Beaver Falls,Beaver County,1015.0
74017,Claremore,Rogers County,1043.611111111111
44128,Warrensville Heights,Cuyahoga County,1149.8
10013,New York,New York County,5880.803655213392
27012,Clemmons,Forsyth County,1912.9333333333332
20746,Suitland-Silver Hill,Prince Georges County,1875.2055555555555
34606,Timber Pines,Hernando County,1890.361111111111
89156,Las Vegas,Clark County,1498.0092592592591
97062,Tualatin,Washington County,1874.1517094017088
15212,Pittsburgh,Allegheny County,1308.0341880341878
34986,Port Saint Lucie,Saint Lucie County,2242.969696969697
14228,Buffalo,Erie County,1690.8333333333333
50501,Fort Dodge,Webster County,707.3888888888888
18944,Perkasie,Bucks County,1850.0
33544,Wesley Chapel,Pasco County,2199.225
48317,Shelby Township,Macomb County,1300.0285714285712
95117,San Jose,Santa Clara County,2872.1257575757577
15650,Latrobe,Westmoreland County,750.0
29801,Aiken,Aiken County,1400.0833333333333
70791,Zachary,East Baton Rouge Parish,1562.5
94002,Belmont,San Mateo County,2713.224941724942
38506,Cookeville,Putnam County,1725.0
18045,Easton,Northampton County,2046.9444444444448
53217,Fox Point,Milwaukee County,2397.5
03062,Nashua,Hillsborough County,2251.785714285714
02118,Boston,Suffolk County,3607.8414013002607
78238,San Antonio,Bexar County,1445.4306878306877
82601,Casper,Natrona County,919.4444444444443
33067,Parkland,Broward County,2542.5
95815,Sacramento,Sacramento County,1623.4333333333334
93004,Ventura,Ventura County,2776.992063492064
06854,Norwalk,Fairfield County,2420.777777777778
48101,Allen Park,Wayne County,1161.6666666666667
83713,Boise,Ada County,1851.111111111111
92081,Vista,San Diego County,2738.7013888888887
06514,Hamden,New Haven County,2029.6666666666667
48209,Detroit,Wayne County,1031.6666666666667
77039,Houston,Harris County,1491.6666666666663
12302,Schenectady,Schenectady County,1520.0
49519,Wyoming,Kent County,1417.7380952380954
86409,Kingman,Mohave County,1308.3333333333333
89512,Reno,Washoe County,1413.3333333333333
43612,Toledo,Lucas County,918.7222222222222
58554,Mandan,Morton County,844.25
45459,Dayton,Montgomery County,1770.552380952381
33308,Fort Lauderdale,Broward County,2765.5682123655915
90039,Los Angeles,Los Angeles County,3181.384259259259
44052,Lorain,Lorain County,925.6666666666666
61107,Rockford,Winnebago County,1210.2222222222224
90710,Los Angeles,Los Angeles County,2681.6666666666665
31206,Macon,Bibb County,1020.8333333333334
58601,Dickinson,Stark County,954.7777777777778
33138,Miami,Miami-Dade County,2327.686790890269
60189,Wheaton,DuPage County,2383.15
62703,Springfield,Sangamon County,1080.5555555555557
76033,Cleburne,Johnson County,1347.388888888889
98284,,Skagit County,2141.6666666666665
70131,New Orleans,Orleans Parish,1418.3333333333333
02474,Arlington,Middlesex County,2406.805555555555
95472,Sebastopol,Sonoma County,2900.0
27104,Winston-Salem,Forsyth County,1566.75
48507,Flint,Genesee County,905.3888888888888
92262,Palm Springs,Riverside County,2379.298412698413
23238,Tuckahoe,Henrico County,1783.8054945054946
33764,Clearwater,Pinellas County,2128.85
35749,Harvest,Madison County,1765.125
33510,Brandon,Hillsborough County,2313.246031746032
98272,Monroe,Snohomish County,2454.583333333333
84115,South Salt Lake,Salt Lake County,1485.947435897436
27527,Clayton,Johnston County,1991.8015151515156
77316,Montgomery,Montgomery County,2006.309523809524
33441,Deerfield Beach,Broward County,2452.555555555555
61604,Peoria,Peoria County,927.7777777777778
45417,Dayton,Montgomery County,1042.2222222222224
66213,Overland Park,Johnson County,1864.5252525252529
11102,New York,Queens County,2835.8127090301005
89511,Reno,Washoe County,1690.6027926322042
75702,Tyler,Smith County,1295.0
83705,Boise,Ada County,1535.1944444444443
02906,Providence,Providence County,2712.800569800569
31204,Macon,Bibb County,1092.8055555555557
98271,Marysville,Snohomish County,2322.5007215007213
44129,Parma,Cuyahoga County,1157.8444444444444
95133,San Jose,Santa Clara County,3188.222222222222
22150,Springfield,Fairfax County,2421.09126984127
24501,Lynchburg,Lynchburg City,1121.111111111111
33185,,Miami-Dade County,3481.321428571429
68506,Lincoln,Lancaster County,1106.642857142857
92120,San Diego,San Diego County,3126.086062378168
10075,New York,New York County,3208.633242589232
93901,Salinas,Monterey County,2211.6444444444446
84044,Magna,Salt Lake County,1757.5
71901,Hot Springs,Garland County,662.5
98382,Sequim,Clallam County,2266.6666666666665
46845,Fort Wayne,Allen County,1821.555555555556
70501,Lafayette,Lafayette Parish,1135.357142857143
45239,Cincinnati,Hamilton County,1407.2222222222224
24012,Roanoke,Roanoke City,1365.8333333333333
53213,Wauwatosa,Milwaukee County,1539.236111111111
69101,North Platte,Lincoln County,1031.111111111111
77598,Houston,Harris County,1419.5466733702026
64012,Belton,Cass County,1500.0333333333335
35803,Huntsville,Madison County,1745.982142857143
85747,Tucson,Pima County,1858.732142857143
92835,Fullerton,Orange County,3683.3333333333335
43119,Galloway,Franklin County,2004.0
28602,Hickory,Catawba County,1323.4444444444443
30310,Atlanta,Fulton County,2093.825757575757
77025,Houston,Harris County,1496.5226301476305
21133,Randallstown,Baltimore County,1392.8774928774928
49006,Kalamazoo,Kalamazoo County,1344.7222222222224
84094,White City,Salt Lake County,1898.842857142857
46229,Indianapolis,Marion County,1548.5641025641023
14606,Rochester,Monroe County,1177.5
02145,Somerville,Middlesex County,3256.1149758454108
22312,Lincolnia,Fairfax County,2114.203208556149
48316,Shelby Township,Macomb County,2000.0
80919,Colorado Springs,El Paso County,1825.9801587301588
28112,Monroe,Union County,1809.1666666666667
82901,Rock Springs,Sweetwater County,1243.7142857142856
26301,Clarksburg,Harrison County,936.3888888888888
06512,East Haven,New Haven County,1814.5833333333333
28086,Kings Mountain,Cleveland County,1636.75
94585,Suisun City,Solano County,2420.2000000000003
46804,Fort Wayne,Allen County,1714.1666666666667
92614,Irvine,Orange County,3244.5521594684383
58501,Bismarck,Burleigh County,805.8333333333334
11570,Rockville Centre,Nassau County,3679.0
94306,Palo Alto,Santa Clara County,3530.0864389233952
46825,Fort Wayne,Allen County,1535.722222222222
13905,Binghamton,Broome County,2547.57905982906
33971,Lehigh Acres,Lee County,2265.266666666667
53208,Milwaukee,Milwaukee County,1065.7666666666669
94704,Berkeley,Alameda County,2791.866161616162
89011,Henderson,Clark County,1942.2030075187968
33625,Citrus Park,Hillsborough County,2507.2611111111114
33556,Odessa,Hillsborough County,2173.102564102564
48602,Saginaw,Saginaw County,819.1666666666666
98516,Lacey,Thurston County,2114.0793650793653
13045,Cortland,Cortland County,1333.8333333333333
01923,Danvers,Essex County,2678.654761904762
70360,Houma,Terrebonne Parish,1445.625
32832,Orlando,Orange County,2277.859781209781
31794,Tifton,Tift County,950.0
12303,Schenectady,Schenectady County,1405.0
17325,Gettysburg,Adams County,1116.6666666666667
45230,Cincinnati,Hamilton County,1234.0238095238094
80129,Highlands Ranch,Douglas County,2325.527151211362
06604,Bridgeport,Fairfield County,1573.2777777777776
77532,Crosby,Harris County,1860.4444444444443
07108,Newark,Essex County,1889.3148148148148
55422,Golden Valley,Hennepin County,1412.824074074074
80303,Boulder,Boulder County,2057.645833333333
98409,Tacoma,Pierce County,1604.9755244755245
40502,Lexington,Fayette County,1385.7424242424242
54304,Green Bay,Brown County,938.2222222222222
13210,Syracuse,Onondaga County,1632.5833333333333
94607,Oakland,Alameda County,2813.535004516712
66441,Junction City,Geary County,883.6243386243386
98007,Bellevue,King County,2363.1972899729
79601,Abilene,Taylor County,1202.6
16823,Bellefonte,Centre County,1325.0
19406,King of Prussia,Montgomery County,2043.1203703703704
32505,Pensacola,Escambia County,1387.638888888889
97214,Portland,Multnomah County,1638.5703703703705
94518,Concord,Contra Costa County,2874.523809523809
77018,Houston,Harris County,2064.185185185185
55811,Duluth,Saint Louis County,1863.3333333333333
98685,Vancouver,Clark County,2636.194444444445
88005,Las Cruces,Dona Ana County,941.0
48108,Ann Arbor,Washtenaw County,2166.6666666666665
33406,,Palm Beach County,2298.083333333333
98311,Bremerton,Kitsap County,2074.75
48315,Shelby Township,Macomb County,2089.333333333333
33584,Seffner,Hillsborough County,2159.246031746032
15217,Pittsburgh,Allegheny County,1563.4286713286713
62226,Belleville,Saint Clair County,1351.111111111111
84780,Washington,Washington County,1692.327380952381
77356,Montgomery,Montgomery County,1988.4242424242425
07042,Montclair,Essex County,2659.936507936508
78617,Del Valle,Travis County,1824.9629629629628
34112,Naples,Collier County,3227.646783625731
99623,Meadow Lakes,Matanuska Susitna Borough,1608.3333333333337
79106,Amarillo,Potter County,1022.7777777777776
62959,Marion,Williamson County,949.375
98072,Woodinville,King County,2562.878787878788
98520,Aberdeen,Grays Harbor County,1302.4444444444443
78212,San Antonio,Bexar County,1223.982323232323
01830,Haverhill,Essex County,2296.6
76114,River Oaks,Tarrant County,1619.5212121212123
76049,Granbury,Hood County,1849.8222222222223
85304,Glendale,Maricopa County,2121.5047619047623
33314,Davie,Broward County,2602.721153846154
30071,Norcross,Gwinnett County,1894.4444444444443
73703,Enid,Garfield County,1132.6666666666667
60459,Burbank,Cook County,2049.5
40503,Lexington,Fayette County,1502.4127946127946
40258,Louisville,Jefferson County,1500.388888888889
28001,Albemarle,Stanly County,1325.0
80023,Broomfield,Broomfield County,2214.375603864735
07920,Basking Ridge,Somerset County,2833.333333333333
70663,Sulphur,Calcasieu Parish,935.6349206349206
35007,Alabaster,Shelby County,1563.4333333333334
97321,Albany,Benton County,1889.4444444444448
90405,Santa Monica,Los Angeles County,3376.5344012204423
14424,Canandaigua,Ontario County,1793.388888888889
67207,Wichita,Sedgwick County,1224.1825396825398
70805,Baton Rouge,East Baton Rouge Parish,768.75
95363,Patterson,Stanislaus County,2552.222222222222
22406,Fredericksburg,Stafford County,1769.1666666666667
60621,Chicago,Cook County,1358.3333333333333
90304,Inglewood,Los Angeles County,2574.111111111111
74006,Bartlesville,Washington County,1550.0
89434,Sparks,Washoe County,2171.697619047619
43223,Columbus,Franklin County,1391.2666666666669
02905,Providence,Providence County,2012.5
91945,Lemon Grove,San Diego County,2650.055555555556
90038,Los Angeles,Los Angeles County,2933.963114307508
91740,Glendora,Los Angeles County,2863.444444444445
78757,Austin,Travis County,2274.176406926407
79606,Abilene,Taylor County,1263.2314814814815
55123,Eagan,Dakota County,1634.388888888889
53144,Somers,Kenosha County,1290.0
11416,New York,Queens County,2299.0
98335,Gig Harbor,Pierce County,2579.452380952381
32937,Satellite Beach,Brevard County,2656.1111111111118
22102,McLean,Fairfax County,2490.664886039886
49015,Battle Creek,Calhoun County,1134.874074074074
46545,Mishawaka,Saint Joseph County,1255.4722222222224
27455,Greensboro,Guilford County,1766.711111111111
94402,San Mateo,San Mateo County,3627.328282828282
36832,Auburn,Lee County,1591.6666666666667
95492,Windsor,Sonoma County,3538.8888888888887
31525,Brunswick,Glynn County,1602.5714285714284
78746,West Lake Hills,Travis County,2164.229925303455
70123,River Ridge,Jefferson Parish,1890.555555555556
37849,Powell,Knox County,1980.0
55105,Saint Paul,Ramsey County,1317.103896103896
33618,Tampa,Hillsborough County,1694.0462962962963
41018,Erlanger,Kenton County,1222.388888888889
44135,Cleveland,Cuyahoga County,1254.1666666666663
63118,Saint Louis,Saint Louis City,1066.9246794871794
73127,Oklahoma City,Oklahoma County,1125.888888888889
02861,Pawtucket,Providence County,1688.888888888889
20121,Centreville,Fairfax County,2225.430375180375
33558,Lutz,Hillsborough County,2252.101851851852
75503,Texarkana,Bowie County,1238.5
70117,New Orleans,Orleans Parish,1595.0
06880,Westport,Fairfield County,4821.38888888889
29625,Anderson,Anderson County,1248.611111111111
39056,Clinton,Hinds County,1619.3333333333333
10036,New York,New York County,4175.923022980336
92868,Orange,Orange County,2953.9799783549784
98665,Vancouver,Clark County,2113.1666666666665
96815,Honolulu,Honolulu County,2545.049603174603
46628,South Bend,Saint Joseph County,1176.9166666666667
93035,Oxnard,Ventura County,3585.3846153846152
32605,Gainesville,Alachua County,1817.6222222222225
92629,Dana Point,Orange County,3924.143345543345
27577,Smithfield,Johnston County,1784.8333333333333
80132,Monument,El Paso County,2180.241269841269
30329,Atlanta,Dekalb County,1795.361668059037
91010,Duarte,Los Angeles County,3185.222222222222
33166,Miami Springs,Miami-Dade County,2460.019536019536
48150,Livonia,Wayne County,1906.25
33705,Saint Petersburg,Pinellas County,2154.077922077922
60156,Lake in the Hills,McHenry County,2161.777777777778
61614,Peoria,Peoria County,1087.5
97520,Ashland,Jackson County,1742.638888888889
35801,Huntsville,Madison County,1425.250505050505
91755,Monterey Park,Los Angeles County,3008.888888888889
90017,Los Angeles,Los Angeles County,2653.2114885114884
97005,Beaverton,Washington County,1824.0316742081448
98373,Puyallup,Pierce County,2006.1532634032635
28081,Kannapolis,Cabarrus County,1582.6898148148148
06704,Waterbury,New Haven County,1395.8333333333333
32958,Sebastian,Indian River County,2220.0
98011,Bothell,King County,2248.263519668737
75092,Sherman,Grayson County,1827.738888888889
37138,Nashville,Davidson County,2116.25
95370,Sonora,Tuolumne County,1633.3333333333333
64155,Kansas City,Clay County,1700.522222222222
91030,South Pasadena,Los Angeles County,2717.6428571428573
48085,Troy,Oakland County,2450.0
77022,Houston,Harris County,1462.5
40504,Lexington,Fayette County,1457.5287698412696
32250,Jacksonville Beach,Duval County,2487.098544973545
55426,Saint Louis Park,Hennepin County,1584.6383244206772
18901,Doylestown,Bucks County,2137.777777777778
98188,Seatac,King County,1800.7333333333331
01843,Lawrence,Essex County,2321.5055555555555
34684,Palm Harbor,Pinellas County,2031.251984126984
34747,Kissimmee,Osceola County,2056.352678571429
98008,Bellevue,King County,3493.194444444445
06074,South Windsor,Hartford County,2276.083333333333
77023,Houston,Harris County,1275.1555555555558
33755,Clearwater,Pinellas County,2060.566378066378
33446,Delray Beach,Palm Beach County,2859.736111111111
72019,Benton,Saline County,1366.6666666666667
27517,Chapel Hill,Orange County,1799.7420634920636
36605,Mobile,Mobile County,1147.0833333333333
45431,Beavercreek,Greene County,1565.2777777777776
93704,Fresno,Fresno County,1473.3333333333333
23222,Richmond,Richmond City,1536.452380952381
11967,Shirley,Suffolk County,2300.0
80234,Westminster,Adams County,1899.6052631578948
06776,New Milford,Litchfield County,2166.6666666666665
11542,Glen Cove,Nassau County,3632.430555555555
73069,Norman,Cleveland County,1285.954751131222
08638,Ewing,Mercer County,1820.0
43214,Columbus,Franklin County,1623.982905982906
53403,Racine,Racine County,1036.6666666666667
33781,Pinellas Park,Pinellas County,2033.6894736842105
80033,Wheat Ridge,Jefferson County,1903.97619047619
01824,Chelmsford,Middlesex County,2345.9166666666665
33569,Riverview,Hillsborough County,2548.654761904762
74137,Tulsa,Tulsa County,2055.0
22202,Arlington,Arlington County,2508.5586166706853
54494,Wisconsin Rapids,Wood County,800.0
76209,Denton,Denton County,1886.9179894179892
29906,Beaufort,Beaufort County,2046.0
22401,Fredericksburg,Fredericksburg City,1880.756993006993
73132,Oklahoma City,Oklahoma County,1102.379220779221
01880,Wakefield,Middlesex County,2716.5238095238096
07675,River Vale,Bergen County,2271.8888888888887
90035,Los Angeles,Los Angeles County,3462.712292002147
33563,Plant City,Hillsborough County,1903.861111111111
19454,North Wales,Montgomery County,1881.326388888889
98107,Seattle,King County,2300.776643247463
19130,Philadelphia,Philadelphia County,1923.7144245884008
63755,Jackson,Cape Girardeau County,675.0
53072,Village of Pewaukee,Waukesha County,1912.5
96753,Kihei,Maui County,3391.6666666666665
80831,Peyton,El Paso County,2569.3888888888887
19802,Wilmington,New Castle County,1377.7777777777776
80439,Evergreen,Jefferson County,2972.583333333333
95776,Woodland,Yolo County,2793.816666666667
53210,Milwaukee,Milwaukee County,951.4833333333332
91103,Pasadena,Los Angeles County,3562.0096153846152
91302,Calabasas,Los Angeles County,4986.375
78727,Austin,Travis County,1724.8128465102147
98106,Seattle,King County,2442.719696969697
31093,Warner Robins,Houston County,1301.25
34287,North Port,Sarasota County,2115.6666666666665
96813,Honolulu,Honolulu County,2482.7380952380954
66109,Kansas City,Wyandotte County,1492.071428571429
37205,Nashville,Davidson County,2138.296296296296
02478,Belmont,Middlesex County,2994.146825396825
45240,Forest Park,Hamilton County,1865.0
91042,Los Angeles,Los Angeles County,2554.583333333333
66044,Lawrence,Douglas County,1632.0
30720,Dalton,Whitfield County,1750.0
74105,Tulsa,Tulsa County,1439.7121212121212
48336,Farmington Hills,Oakland County,1383.111111111111
70634,Deridder,Beauregard Parish,1244.4444444444443
94506,Danville,Contra Costa County,5694.722222222223
85381,Peoria,Maricopa County,1658.574074074074
90064,Los Angeles,Los Angeles County,3712.017391304348
78737,Austin,Hays County,2012.2698412698408
68502,Lincoln,Lancaster County,865.608543417367
03054,Merrimack,Hillsborough County,2537.555555555555
92782,Tustin,Orange County,3508.0576441102758
33703,Saint Petersburg,Pinellas County,2521.41452991453
75088,,Dallas County,1794.831623931624
37934,Farragut,Knox County,2457.222222222222
75180,Balch Springs,Dallas County,1750.0
02144,Somerville,Middlesex County,3532.189852043675
07112,Newark,Essex County,1876.527777777778
14207,Buffalo,Erie County,1089.5833333333333
54303,Green Bay,Brown County,951.3055555555557
77005,Houston,Harris County,2087.6724867724865
78222,San Antonio,Bexar County,1768.0833333333333
97212,Portland,Multnomah County,2402.9166666666665
23113,Midlothian,Chesterfield County,2005.0
32223,Jacksonville,Duval County,1756.0185185185185
32233,Jacksonville,Duval County,2001.5873015873012
07206,Elizabeth,Union County,2393.75
52804,Davenport,Scott County,851.6666666666666
10001,New York,New York County,5055.305341344815
72113,Maumelle,Pulaski County,1389.5777777777778
02132,Boston,Suffolk County,2801.5318181818184
27607,Raleigh,Wake County,1680.403703703704
30296,Riverdale,Clayton County,1749.6984126984128
92694,Ladera Ranch,Orange County,3482.740740740741
11741,Holbrook,Suffolk County,2395.5666666666666
80528,Fort Collins,Larimer County,2009.4801587301588
85014,Phoenix,Maricopa County,1562.52962962963
47715,Evansville,Vanderburgh County,1200.0
33484,Delray Beach,Palm Beach County,2605.2613636363635
15213,Pittsburgh,Allegheny County,1764.7222222222224
85718,Tucson,Pima County,1601.5791666666669
23227,Henrico,Henrico County,1482.34126984127
01108,Springfield,Hampden County,1900.0
61832,Danville,Vermilion County,681.1111111111112
94547,Hercules,Contra Costa County,3061.3095238095243
35022,Bessemer,Jefferson County,1684.1666666666667
94530,El Cerrito,Contra Costa County,2759.007867132867
18064,Nazareth,Northampton County,1545.0
46221,Indianapolis,Marion County,1426.574074074074
17201,Chambersburg,Franklin County,1236.6666666666667
28144,Salisbury,Rowan County,1286.8055555555557
79602,Abilene,Taylor County,1375.9642857142856
32927,Cocoa,Brevard County,2088.5
30141,Hiram,Paulding County,2021.2857142857144
66104,Kansas City,Wyandotte County,1242.7777777777776
33598,Wimauma,Hillsborough County,2507.583333333333
46304,Chesterton,Porter County,1333.3333333333333
04901,Winslow,Kennebec County,1304.1666666666667
15210,Mount Oliver,Allegheny County,1234.0545454545454
33028,Pembroke Pines,Broward County,3427.2000000000003
91932,Imperial Beach,San Diego County,3055.346153846154
76132,Fort Worth,Tarrant County,1450.1137254901962
37379,Soddy-Daisy,Hamilton County,1275.0
78410,Corpus Christi,Nueces County,1362.888888888889
91364,Los Angeles,Los Angeles County,4231.593073593074
66223,Overland Park,Johnson County,1902.8539377289376
65616,Branson,Taney County,1164.8611111111113
85396,Buckeye,Maricopa County,2210.6277777777777
61109,Rockford,Winnebago County,1090.8333333333333
78633,Georgetown,Williamson County,2421.6666666666665
08619,Trenton,Mercer County,2433.333333333333
77414,Bay City,Matagorda County,818.0
76109,Fort Worth,Tarrant County,2143.195878136201
55116,Saint Paul,Ramsey County,1524.9027777777776
44685,Green,Summit County,1834.25
94559,Napa,Napa County,3035.496873496874
55343,Hopkins,Hennepin County,1496.0031746031746
01602,Worcester,Worcester County,2131.6666666666665
91784,Upland,San Bernardino County,3223.8888888888887
07860,Newton,Sussex County,2110.0
79930,El Paso,El Paso County,1268.2666666666669
85085,Phoenix,Maricopa County,1954.0913476501712
44708,Canton,Stark County,1043.138888888889
95330,Lathrop,San Joaquin County,3109.6666666666665
28150,,Cleveland County,980.75
32901,Melbourne,Brevard County,1647.4047619047617
55014,Circle Pines,Anoka County,1990.75
75252,Dallas,Collin County,1424.91835016835
98248,Ferndale,Whatcom County,2126.1111111111118
08205,Galloway,Atlantic County,1741.3333333333333
34219,Parrish,Manatee County,2733.0416666666665
54911,Appleton,Outagamie County,1261.2222222222224
20876,Germantown,Montgomery County,2076.641666666667
38117,Memphis,Shelby County,1635.638888888889
22182,Vienna,Fairfax County,3289.230158730159
04330,Augusta,Kennebec County,1577.6666666666667
79934,El Paso,El Paso County,1628.7962962962963
60452,Oak Forest,Cook County,1748.75
48371,Oxford,Oakland County,1347.0
37804,Maryville,Blount County,2047.0833333333333
30904,Augusta,Richmond County,1258.7995337995335
55025,Forest Lake,Washington County,1668.9222222222222
37206,Nashville,Davidson County,2140.3482286634458
19125,Philadelphia,Philadelphia County,1838.1589846743293
64093,Warrensburg,Johnson County,910.2731481481482
07424,Woodland Park,Passaic County,2120.0
41011,Covington,Kenton County,1498.7486772486773
30306,Atlanta,Fulton County,2097.921481481482
73701,Enid,Garfield County,672.2222222222222
66215,Lenexa,Johnson County,1547.8664021164022
78724,Austin,Travis County,2017.6805555555557
40505,Lexington,Fayette County,1109.6190476190477
04106,South Portland,Cumberland County,2247.708333333333
23601,Newport News,Newport News City,1338.4722222222224
37801,Maryville,Blount County,1864.5833333333333
30021,Clarkston,Dekalb County,1750.0
19958,Lewes,Sussex County,1965.1666666666667
34714,Clermont,Lake County,2221.5064814814814
32789,Winter Park,Orange County,2061.343653250774
30082,Smyrna,Cobb County,1884.272967772968
78728,Austin,Travis County,2057.1484848484847
34471,Ocala,Marion County,1666.9586056644882
30017,Grayson,Gwinnett County,2037.5809523809523
53593,Verona,Dane County,1919.4761904761904
75048,Sachse,Dallas County,1726.6349206349207
29154,Sumter,Sumter County,1331.9444444444443
78754,Austin,Travis County,1635.04126984127
22485,King George,King George County,1672.5
97225,West Slope,Washington County,1885.6494779730076
64014,Blue Springs,Jackson County,1670.6587301587304
77021,Houston,Harris County,1739.9444444444443
01905,Lynn,Essex County,2280.0
97035,Lake Oswego,Clackamas County,2084.5294685990343
70809,Baton Rouge,East Baton Rouge Parish,1372.0753812636167
92606,Irvine,Orange County,3412.411987256073
70802,Baton Rouge,East Baton Rouge Parish,1100.7166666666667
75212,Dallas,Dallas County,1819.31746031746
98178,Bryn Mawr-Skyway,King County,2452.483333333333
91504,Burbank,Los Angeles County,3105.3809523809523
98626,Kelso,Cowlitz County,1399.2222222222224
47303,Muncie,Delaware County,978.6488095238096
32806,Orlando,Orange County,1929.1509671614936
90746,Carson,Los Angeles County,3140.166666666667
80301,Boulder,Boulder County,2618.35898989899
38637,Horn Lake,DeSoto County,1464.7407407407409
94619,Oakland,Alameda County,2463.277777777778
75254,Dallas,Dallas County,1624.1200510855683
89178,Las Vegas,Clark County,1980.8414786967417
30309,Atlanta,Fulton County,2236.500927960928
46312,East Chicago,Lake County,931.6666666666666
40205,Louisville,Jefferson County,1413.2583333333332
37917,Knoxville,Knox County,1616.2222222222224
84109,Millcreek,Salt Lake County,2594.555555555555
80206,Denver,Denver County,2076.434171142141
27278,Hillsborough,Orange County,1611.4166666666667
90249,Gardena,Los Angeles County,2262.083333333333
30305,Atlanta,Fulton County,2196.705585498452
34652,New Port Richey,Pasco County,1738.4305555555557
76208,Denton,Denton County,1707.013888888889
63367,Lake Saint Louis,Saint Charles County,2104.1666666666665
01803,Burlington,Middlesex County,3118.031746031746
92284,Yucca Valley,San Bernardino County,1475.9920634920636
76528,Gatesville,Coryell County,1166.6666666666667
66762,Pittsburg,Crawford County,830.5555555555555
90291,Los Angeles,Los Angeles County,4074.462779156328
34109,Naples,Collier County,2697.129289215686
21216,Baltimore,Baltimore City,1235.5555555555557
19810,Wilmington,New Castle County,1663.3444444444442
07644,Lodi,Bergen County,2298.333333333333
95354,Modesto,Stanislaus County,1776.3833333333332
33967,Fort Myers,Lee County,2419.220538720539
22043,Falls Church,Fairfax County,2656.444444444445
33916,Fort Myers,Lee County,1849.9112554112555
53406,Mount Pleasant,Racine County,1449.0
32751,Maitland,Orange County,2013.2463092463092
48141,Inkster,Wayne County,1277.3777777777775
73533,Duncan,Stephens County,825.0
90274,Rolling Hills Estates,Los Angeles County,6274.444444444444
60061,Vernon Hills,Lake County,2311.928571428571
92585,Menifee,Riverside County,2685.722222222222
53225,Milwaukee,Milwaukee County,891.3333333333334
77061,Houston,Harris County,1199.0
98597,Yelm,Thurston County,2227.222222222222
89106,Las Vegas,Clark County,1717.0925925925924
63109,Saint Louis,Saint Louis City,1162.4242424242425
32750,Longwood,Seminole County,1977.1490470314
75082,Richardson,Collin County,1723.0121693121694
94947,Novato,Marin County,3560.333333333333
50263,Waukee,Dallas County,1482.505291005291
77345,Houston,Harris County,2361.277777777778
18062,Macungie,Lehigh County,2231.879365079365
98372,Puyallup,Pierce County,1962.696428571429
11104,New York,Queens County,2547.25
67501,Hutchinson,Reno County,689.6111111111112
28590,Winterville,Pitt County,1406.5277777777776
64030,Grandview,Jackson County,1425.0037037037036
34202,Lakewood Ranch,Manatee County,2819.952380952381
76034,Colleyville,Tarrant County,3516.6666666666665
95864,Arden-Arcade,Sacramento County,2301.8888888888887
44143,Highland Heights,Cuyahoga County,1490.0
33573,Sun City Center,Hillsborough County,2237.3510378510377
30504,Gainesville,Hall County,2225.277777777778
76126,Benbrook,Tarrant County,1929.355555555556
83402,Idaho Falls,Bonneville County,1133.303571428571
98116,Seattle,King County,2235.3293193207805
06320,New London,New London County,1419.192857142857
83714,Boise,Ada County,1814.4682539682535
23236,Richmond,Chesterfield County,1652.45
14618,Rochester,Monroe County,1740.5
60053,Morton Grove,Cook County,2325.0
78731,Austin,Travis County,1941.529411764706
44313,Akron,Summit County,1407.5555555555557
80214,Lakewood,Jefferson County,1830.9183908045975
83404,Idaho Falls,Bonneville County,1605.8333333333333
34736,Groveland,Lake County,2312.444444444444
77385,Conroe,Montgomery County,1700.5416666666667
17036,Hummelstown,Dauphin County,1811.25
95945,Grass Valley,Nevada County,2162.5
75022,Flower Mound,Denton County,3331.1111111111118
95618,Davis,Yolo County,2936.7692307692305
29316,Boiling Springs,Spartanburg County,1741.2142857142856
55427,Crystal,Hennepin County,1595.5523809523809
33629,Tampa,Hillsborough County,2757.2619047619046
89044,Henderson,Clark County,2292.920995670995
94133,San Francisco,San Francisco County,3686.4833333333336
10039,New York,New York County,2744.0416666666665
55446,Plymouth,Hennepin County,2006.18253968254
54650,Onalaska,La Crosse County,1202.5
07010,Cliffside Park,Bergen County,2732.5
