unique_key,created_date,complaint_type,incident_zip
59665720,2023-12-07 22:42:51,Noise - Helicopter,11357
59667874,2023-12-07 22:42:43,Noise - Commercial,11373
59672316,2023-12-07 22:42:38,Noise - Commercial,11373
59665668,2023-12-07 22:42:30,Street Condition,11209
59672393,2023-12-07 22:42:25,Noise - Residential,11692
59670116,2023-12-07 22:42:04,Illegal Parking,11385
59669346,2023-12-07 22:41:56,Noise - Commercial,11249
59673268,2023-12-07 22:41:54,Missed Collection,10012
59666281,2023-12-07 22:41:50,Blocked Driveway,11204
59664889,2023-12-07 22:41:30,Noise - Commercial,11373
59669095,2023-12-07 22:41:17,Illegal Parking,11201
59667960,2023-12-07 22:41:11,Noise - Street/Sidewalk,10034
59664885,2023-12-07 22:41:10,Noise - Commercial,10031
59670115,2023-12-07 22:41:05,Illegal Parking,11214
59673525,2023-12-07 22:41:04,Illegal Parking,11212
59664792,2023-12-07 22:41:01,Blocked Driveway,10308
59664882,2023-12-07 22:40:44,Noise - Commercial,11373
59673784,2023-12-07 22:40:40,Noise - Commercial,11373
59669430,2023-12-07 22:40:36,Noise - Residential,11101
59673785,2023-12-07 22:40:36,Noise - Commercial,11232
59672396,2023-12-07 22:40:08,Noise - Residential,10039
59666093,2023-12-07 22:39:58,Illegal Parking,11209
59667869,2023-12-07 22:39:51,Noise - Commercial,11373
59672313,2023-12-07 22:39:48,Noise - Commercial,11373
59666439,2023-12-07 22:39:41,Noise - Residential,10065
59668057,2023-12-07 22:39:34,GENERAL,10453
59666779,2023-12-07 22:39:34,HEAT/HOT WATER,10453
59672411,2023-12-07 22:39:25,Noise - Street/Sidewalk,11214
59673658,2023-12-07 22:39:23,Blocked Driveway,11214
59674554,2023-12-07 22:39:10,Noise - Helicopter,11238
59675557,2023-12-07 22:39:10,HEAT/HOT WATER,10472
59669341,2023-12-07 22:38:44,Noise - Commercial,11373
59673781,2023-12-07 22:38:28,Noise - Commercial,11373
59675327,2023-12-07 22:38:16,Noise - Street/Sidewalk,11356
59667515,2023-12-07 22:38:00,Noise,10023
59667956,2023-12-07 22:37:04,Noise - Residential,11229
59675914,2023-12-07 22:36:46,Blocked Driveway,11432
59669038,2023-12-07 22:36:39,Illegal Parking,11228
59670914,2023-12-07 22:36:27,Noise - Residential,10019
59666465,2023-12-07 22:36:24,Noise - Street/Sidewalk,11378
59668526,2023-12-07 22:36:11,Blocked Driveway,11373
59675618,2023-12-07 22:36:08,HEAT/HOT WATER,10472
59671159,2023-12-07 22:36:07,HEAT/HOT WATER,11214
59672965,2023-12-07 22:36:07,Blocked Driveway,11228
59664883,2023-12-07 22:35:51,Noise - Commercial,11373
59670845,2023-12-07 22:35:40,Noise - Commercial,11373
59667240,2023-12-07 22:35:36,Noise - Helicopter,10025
59664884,2023-12-07 22:35:02,Noise - Commercial,11373
59673660,2023-12-07 22:34:50,Blocked Driveway,11208
59674974,2023-12-07 22:34:47,Illegal Parking,11223
59674802,2023-12-07 22:34:47,Vendor Enforcement,11205
59665770,2023-12-07 22:34:19,Noise - Residential,11207
59668588,2023-12-07 22:34:19,Taxi Complaint,10176
59671659,2023-12-07 22:34:08,Noise - Residential,10472
59673786,2023-12-07 22:33:59,Noise - Commercial,10001
59673555,2023-12-07 22:33:39,Illegal Parking,11215
59670860,2023-12-07 22:33:34,Noise - Residential,11230
59674624,2023-12-07 22:33:33,Noise - Residential,11207
59667952,2023-12-07 22:33:23,Noise - Residential,11354
59666613,2023-12-07 22:33:06,HEAT/HOT WATER,11216
59675259,2023-12-07 22:32:55,Noise - Residential,11229
59675233,2023-12-07 22:32:45,Noise - Commercial,11373
59672878,2023-12-07 22:32:39,WATER LEAK,10030
59669841,2023-12-07 22:32:39,UNSANITARY CONDITION,10030
59665407,2023-12-07 22:32:39,PLUMBING,10030
59668333,2023-12-07 22:32:39,PAINT/PLASTER,10030
59671184,2023-12-07 22:32:39,HEAT/HOT WATER,10452
59674224,2023-12-07 22:32:38,PAINT/PLASTER,10030
59672794,2023-12-07 22:32:38,PLUMBING,10030
59672852,2023-12-07 22:32:38,UNSANITARY CONDITION,10030
59669827,2023-12-07 22:32:38,SAFETY,10030
59674031,2023-12-07 22:32:38,HEAT/HOT WATER,10030
59672676,2023-12-07 22:32:36,HEAT/HOT WATER,11208
59674606,2023-12-07 22:32:18,Noise - Helicopter,10025
59670847,2023-12-07 22:32:17,Noise - Commercial,11217
59667961,2023-12-07 22:32:09,Noise - Street/Sidewalk,10034
59675166,2023-12-07 22:32:03,Non-Emergency Police Matter,11212
59664584,2023-12-07 22:31:34,Graffiti,10003
59669091,2023-12-07 22:31:26,Illegal Parking,11209
59671670,2023-12-07 22:31:25,Smoking,10026
59670547,2023-12-07 22:31:25,Illegal Parking,10457
59670869,2023-12-07 22:31:14,Noise - Residential,10026
59666371,2023-12-07 22:31:11,Noise - Commercial,11223
59674454,2023-12-07 22:31:02,Lost Property,10018
59673869,2023-12-07 22:30:50,Noise - Residential,10002
59667162,2023-12-07 22:30:39,Lost Property,10003
59673808,2023-12-07 22:30:38,Noise - Residential,10452
59670373,2023-12-07 22:30:17,Illegal Parking,11432
59673048,2023-12-07 22:30:12,Illegal Parking,11222
59665320,2023-12-07 22:29:49,HEAT/HOT WATER,10467
59674034,2023-12-07 22:29:36,HEAT/HOT WATER,11221
59664896,2023-12-07 22:29:21,Noise - Commercial,11249
59668708,2023-12-07 22:29:06,Noise - Residential,10475
59666272,2023-12-07 22:29:02,Blocked Driveway,11204
59674881,2023-12-07 22:29:00,Noise,10021
59671873,2023-12-07 22:28:52,Obstruction,10305
59667610,2023-12-07 22:28:50,Illegal Parking,10024
59670183,2023-12-07 22:27:45,Noise - Helicopter,10128
59675297,2023-12-07 22:27:43,Noise - Residential,10029
59670018,2023-12-07 22:27:43,Mobile Food Vendor,11201
59673870,2023-12-07 22:27:33,Noise - Residential,11433
59671098,2023-12-07 22:27:27,HEAT/HOT WATER,10470
59671241,2023-12-07 22:27:26,HEAT/HOT WATER,10030
59675448,2023-12-07 22:27:18,HEAT/HOT WATER,10458
59672413,2023-12-07 22:27:15,Noise - Street/Sidewalk,10034
59672624,2023-12-07 22:26:53,HEAT/HOT WATER,10030
59671674,2023-12-07 22:26:43,Street Condition,11219
59665223,2023-12-07 22:26:39,HEAT/HOT WATER,10024
59675994,2023-12-07 22:26:36,Ferry Inquiry,00nan
59668123,2023-12-07 22:26:35,HEAT/HOT WATER,10031
59668049,2023-12-07 22:26:35,GENERAL,10031
59668007,2023-12-07 22:26:35,DOOR/WINDOW,10031
59674248,2023-12-07 22:26:35,PLUMBING,10031
59668056,2023-12-07 22:26:35,GENERAL,10031
59673903,2023-12-07 22:26:35,DOOR/WINDOW,10031
59670650,2023-12-07 22:26:24,Illegal Parking,11238
59665531,2023-12-07 22:26:18,Illegal Parking,11201
59668712,2023-12-07 22:26:17,Noise - Residential,10462
59670775,2023-12-07 22:25:58,Blocked Driveway,10456
59664935,2023-12-07 22:25:17,Noise - Residential,11214
59673847,2023-12-07 22:25:10,Noise - Residential,11433
59667648,2023-12-07 22:24:48,Illegal Parking,11201
59667486,2023-12-07 22:24:15,Illegal Parking,11214
59673813,2023-12-07 22:24:10,Noise - Residential,11225
59670053,2023-12-07 22:24:05,School Maintenance,11357
59672123,2023-12-07 22:24:04,Illegal Parking,10463
59676084,2023-12-07 22:23:58,Noise - Residential,11237
59668635,2023-12-07 22:23:37,Maintenance or Facility,11357
59674190,2023-12-07 22:23:32,HEAT/HOT WATER,10024
59666587,2023-12-07 22:23:29,HEAT/HOT WATER,10026
59667248,2023-12-07 22:23:24,Noise - Residential,11420
59669644,2023-12-07 22:23:23,HEAT/HOT WATER,10466
59670108,2023-12-07 22:23:22,Illegal Parking,11234
59676027,2023-12-07 22:23:04,Noise - Helicopter,10025
59664940,2023-12-07 22:23:02,Noise - Residential,11226
59670110,2023-12-07 22:22:27,Illegal Parking,11216
59669374,2023-12-07 22:22:21,Noise - Residential,11229
59670928,2023-12-07 22:22:08,Noise - Street/Sidewalk,10034
59665921,2023-12-07 22:22:06,Illegal Parking,11238
59672381,2023-12-07 22:22:05,Noise - Residential,11356
59671481,2023-12-07 22:21:58,Blocked Driveway,11373
59667878,2023-12-07 22:21:55,Noise - Commercial,10034
59672394,2023-12-07 22:21:54,Noise - Residential,11377
59669049,2023-12-07 22:21:51,Illegal Parking,11223
59669443,2023-12-07 22:21:42,Noise - Street/Sidewalk,10034
59667056,2023-12-07 22:21:15,Blocked Driveway,11379
59671586,2023-12-07 22:20:51,Illegal Parking,10475
59667940,2023-12-07 22:20:48,Noise - Residential,10458
59672980,2023-12-07 22:20:40,Damaged Tree,11414
59668650,2023-12-07 22:20:22,Noise - Helicopter,11238
59669558,2023-12-07 22:20:21,HEAT/HOT WATER,11225
59665205,2023-12-07 22:20:20,HEAT/HOT WATER,11218
59669682,2023-12-07 22:20:16,HEAT/HOT WATER,11225
59669601,2023-12-07 22:20:08,HEAT/HOT WATER,11233
59671064,2023-12-07 22:20:08,HEAT/HOT WATER,11233
59672397,2023-12-07 22:20:01,Noise - Residential,10001
59668986,2023-12-07 22:20:00,Sewer,11236
59673255,2023-12-07 22:19:36,Litter Basket Request,11201
59664836,2023-12-07 22:19:00,Street Light Condition,10019
59667868,2023-12-07 22:18:36,Noise - Commercial,10002
59670940,2023-12-07 22:18:28,Noise - Street/Sidewalk,11375
59671768,2023-12-07 22:18:23,Dirty Condition,11201
59673788,2023-12-07 22:18:02,Noise - Commercial,11221
59674534,2023-12-07 22:17:48,Illegal Parking,10475
59670463,2023-12-07 22:17:48,Illegal Parking,11208
59667875,2023-12-07 22:17:45,Noise - Commercial,10033
59669436,2023-12-07 22:17:34,Noise - Residential,11229
59670842,2023-12-07 22:17:26,Noise - Commercial,10002
59669033,2023-12-07 22:17:20,Illegal Parking,11368
59674569,2023-12-07 22:17:20,Noise - Helicopter,11201
59670885,2023-12-07 22:17:11,Noise - Residential,10025
59665937,2023-12-07 22:17:11,Illegal Parking,11432
59673934,2023-12-07 22:17:07,ELECTRIC,11229
59675437,2023-12-07 22:17:07,HEAT/HOT WATER,11222
59668001,2023-12-07 22:17:07,DOOR/WINDOW,11229
59669808,2023-12-07 22:17:07,PLUMBING,11229
59665432,2023-12-07 22:17:07,UNSANITARY CONDITION,11229
59675585,2023-12-07 22:17:05,HEAT/HOT WATER,10463
59672545,2023-12-07 22:17:04,HEAT/HOT WATER,11238
59665881,2023-12-07 22:16:24,Dirty Condition,11201
59665774,2023-12-07 22:16:22,Noise - Residential,11420
59670124,2023-12-07 22:16:10,Noise - Commercial,11221
59673778,2023-12-07 22:15:32,Noise - Commercial,10307
59670014,2023-12-07 22:15:20,Blocked Driveway,11235
59664874,2023-12-07 22:15:10,Noise - Commercial,10012
59675345,2023-12-07 22:14:43,Non-Emergency Police Matter,11374
59664671,2023-12-07 22:14:37,Illegal Parking,11214
59667967,2023-12-07 22:14:33,Noise - Street/Sidewalk,11368
59669706,2023-12-07 22:14:07,HEAT/HOT WATER,11230
59672508,2023-12-07 22:14:07,HEAT/HOT WATER,11415
59672033,2023-12-07 22:14:06,Illegal Parking,11214
59671769,2023-12-07 22:13:54,Dirty Condition,11201
59667196,2023-12-07 22:13:52,Noise - Helicopter,11238
59674059,2023-12-07 22:13:40,HEAT/HOT WATER,10459
59669424,2023-12-07 22:13:37,Noise - Residential,10031
59666472,2023-12-07 22:13:28,Noise - Street/Sidewalk,11215
59668264,2023-12-07 22:13:24,HEAT/HOT WATER,10039
59672666,2023-12-07 22:13:24,HEAT/HOT WATER,10032
59666644,2023-12-07 22:13:23,HEAT/HOT WATER,10039
59666741,2023-12-07 22:13:05,HEAT/HOT WATER,10032
59665209,2023-12-07 22:13:04,HEAT/HOT WATER,11206
59667025,2023-12-07 22:12:19,Abandoned Vehicle,11220
59667175,2023-12-07 22:12:19,Noise - Helicopter,10025
59674408,2023-12-07 22:12:09,Animal-Abuse,11104
59673507,2023-12-07 22:12:09,Illegal Parking,10456
59667572,2023-12-07 22:12:07,Illegal Parking,11221
59671578,2023-12-07 22:11:38,Illegal Parking,11102
59667342,2023-12-07 22:11:33,Dirty Condition,11422
59666426,2023-12-07 22:11:17,Noise - Residential,10454
59670511,2023-12-07 22:11:00,Water System,11222
59666045,2023-12-07 22:11:00,Sewer,11432
59669342,2023-12-07 22:10:53,Noise - Commercial,11249
59671759,2023-12-07 22:10:45,Outdoor Dining,11209
59675095,2023-12-07 22:10:40,Bike/Roller/Skate Chronic,11375
59665307,2023-12-07 22:10:40,HEAT/HOT WATER,10036
59666217,2023-12-07 22:10:37,Noise - Vehicle,11215
59672018,2023-12-07 22:10:33,Illegal Parking,11209
59674631,2023-12-07 22:10:13,Noise - Vehicle,11420
59668227,2023-12-07 22:10:02,HEAT/HOT WATER,10463
59671388,2023-12-07 22:10:00,Traffic Signal Condition,11212
59669913,2023-12-07 22:10:00,Traffic Signal Condition,10027
59671387,2023-12-07 22:10:00,Traffic Signal Condition,11215
59668710,2023-12-07 22:10:00,Noise - Residential,10469
59667969,2023-12-07 22:09:44,Noise - Street/Sidewalk,10011
59664925,2023-12-07 22:09:35,Noise - Residential,11373
59668651,2023-12-07 22:09:20,Noise - Helicopter,11201
59664976,2023-12-07 22:09:19,Noise - Residential,10009
59672334,2023-12-07 22:09:18,Noise - Residential,10002
59673777,2023-12-07 22:09:17,Noise - Commercial,10001
59667937,2023-12-07 22:09:14,Noise - Residential,10457
59667936,2023-12-07 22:09:06,Noise - Residential,11237
59673003,2023-12-07 22:08:59,Rodent,11222
59667882,2023-12-07 22:08:58,Noise - Commercial,10001
59672180,2023-12-07 22:08:57,Bike/Roller/Skate Chronic,10003
59675015,2023-12-07 22:08:49,Illegal Parking,11369
59672124,2023-12-07 22:08:46,Illegal Parking,11238
59666412,2023-12-07 22:08:23,Noise - Residential,11372
59675114,2023-12-07 22:08:20,Blocked Driveway,11355
59675400,2023-12-07 22:08:18,FLOORING/STAIRS,11372
59675684,2023-12-07 22:08:10,HEAT/HOT WATER,10036
59671772,2023-12-07 22:08:07,Dirty Condition,11354
59666027,2023-12-07 22:08:00,Noise,11224
59674869,2023-12-07 22:08:00,Lead,11238
59669006,2023-12-07 22:08:00,Traffic Signal Condition,00nan
59673435,2023-12-07 22:08:00,Water System,11222
59670407,2023-12-07 22:07:47,Consumer Complaint,11201
59669062,2023-12-07 22:07:46,Illegal Parking,11237
59673683,2023-12-07 22:07:45,Blocked Driveway,11377
59664724,2023-12-07 22:07:28,Noise - Commercial,11238
59672535,2023-12-07 22:07:28,HEAT/HOT WATER,10035
59672174,2023-12-07 22:07:14,Bike/Roller/Skate Chronic,10003
59666455,2023-12-07 22:07:12,Noise - Residential,10009
59675662,2023-12-07 22:07:06,HEAT/HOT WATER,10468
59671380,2023-12-07 22:07:05,WATER LEAK,10304
59668219,2023-12-07 22:07:04,HEAT/HOT WATER,10472
59675249,2023-12-07 22:06:58,Noise - Commercial,11238
59673248,2023-12-07 22:06:44,Illegal Dumping,11435
59670868,2023-12-07 22:06:36,Noise - Residential,11415
59664642,2023-12-07 22:06:17,Illegal Parking,11223
59674808,2023-12-07 22:06:16,Consumer Complaint,11201
59672964,2023-12-07 22:06:11,Blocked Driveway,11378
59671602,2023-12-07 22:06:10,Noise - Helicopter,10016
59673638,2023-12-07 22:05:29,Bike/Roller/Skate Chronic,10003
59674809,2023-12-07 22:05:17,Consumer Complaint,11201
59672402,2023-12-07 22:05:12,Noise - Residential,11225
59667193,2023-12-07 22:05:12,Noise - Helicopter,11231
59673884,2023-12-07 22:04:55,Noise - Street/Sidewalk,10011
59671486,2023-12-07 22:04:52,Blocked Driveway,11427
59667249,2023-12-07 22:04:40,Noise - Residential,11432
59669930,2023-12-07 22:04:34,DOOR/WINDOW,11208
59674013,2023-12-07 22:04:34,HEAT/HOT WATER,11208
59672843,2023-12-07 22:04:34,UNSANITARY CONDITION,11208
59670972,2023-12-07 22:04:31,DOOR/WINDOW,10029
59671279,2023-12-07 22:04:31,PAINT/PLASTER,10029
59675379,2023-12-07 22:04:31,DOOR/WINDOW,10029
59667962,2023-12-07 22:04:14,Noise - Street/Sidewalk,10019
59675230,2023-12-07 22:04:11,Noise - Commercial,10034
59665776,2023-12-07 22:04:10,Noise - Street/Sidewalk,11365
59670406,2023-12-07 22:04:10,Consumer Complaint,11201
59665325,2023-12-07 22:03:59,HEAT/HOT WATER,11225
59675091,2023-12-07 22:03:47,Bike/Roller/Skate Chronic,10003
59669426,2023-12-07 22:03:13,Noise - Residential,10457
59670769,2023-12-07 22:03:12,Blocked Driveway,11213
59669377,2023-12-07 22:02:55,Noise - Residential,10021
59670738,2023-12-07 22:02:43,Blocked Driveway,11368
59664979,2023-12-07 22:02:11,Noise - Street/Sidewalk,11203
59666448,2023-12-07 22:02:07,Noise - Residential,11372
59670727,2023-12-07 22:02:03,Bike/Roller/Skate Chronic,10003
59673876,2023-12-07 22:02:01,Noise - Street/Sidewalk,10002
59664565,2023-12-07 22:02:00,Water System,11385
59666017,2023-12-07 22:02:00,Lead,11415
59664558,2023-12-07 22:02:00,Water System,11224
59674855,2023-12-07 22:02:00,Noise,11375
59670899,2023-12-07 22:01:47,Noise - Residential,10454
59671436,2023-12-07 22:01:26,Illegal Parking,11201
59669565,2023-12-07 22:01:24,HEAT/HOT WATER,10034
59671487,2023-12-07 22:01:16,Blocked Driveway,11105
59674186,2023-12-07 22:01:02,HEAT/HOT WATER,10032
59666619,2023-12-07 22:00:58,HEAT/HOT WATER,10025
59669413,2023-12-07 22:00:53,Noise - Residential,10024
59669039,2023-12-07 22:00:39,Illegal Parking,11372
59669442,2023-12-07 22:00:28,Noise - Street/Sidewalk,10002
59664760,2023-12-07 22:00:21,Bike/Roller/Skate Chronic,10003
59666001,2023-12-07 22:00:05,Illegal Parking,11385
59673792,2023-12-07 22:00:04,Noise - Commercial,10029
59669433,2023-12-07 21:59:50,Noise - Residential,11225
59672365,2023-12-07 21:59:39,Noise - Residential,11379
59667888,2023-12-07 21:59:19,Noise - Residential,11372
59675292,2023-12-07 21:59:11,Noise - Residential,11373
59675288,2023-12-07 21:59:02,Noise - Residential,10030
59666136,2023-12-07 21:58:45,Illegal Parking,11201
59676022,2023-12-07 21:58:40,Noise - Helicopter,11357
59670726,2023-12-07 21:58:33,Bike/Roller/Skate Chronic,10003
59664793,2023-12-07 21:58:19,Blocked Driveway,11368
59675077,2023-12-07 21:58:01,Noise - Vehicle,10019
59665244,2023-12-07 21:57:57,HEAT/HOT WATER,10467
59665301,2023-12-07 21:57:49,HEAT/HOT WATER,10468
59669926,2023-12-07 21:57:48,DOOR/WINDOW,10452
59672525,2023-12-07 21:57:48,HEAT/HOT WATER,10452
59666400,2023-12-07 21:57:46,Noise - Residential,11373
59673013,2023-12-07 21:57:37,Taxi Complaint,11430
59667340,2023-12-07 21:57:22,Dirty Condition,10037
59669047,2023-12-07 21:56:53,Illegal Parking,11209
59672400,2023-12-07 21:56:50,Noise - Residential,10471
59670203,2023-12-07 21:56:35,Noise - Residential,10301
59666438,2023-12-07 21:56:30,Noise - Residential,10030
59666146,2023-12-07 21:56:18,Illegal Parking,10037
59671950,2023-12-07 21:56:00,Noise,10009
59670855,2023-12-07 21:55:37,Noise - Commercial,10002
59673702,2023-12-07 21:55:31,Blocked Driveway,11207
59670545,2023-12-07 21:55:28,Illegal Parking,11214
59673240,2023-12-07 21:55:18,Dirty Condition,11249
59669171,2023-12-07 21:55:11,Noise - Vehicle,11369
59664868,2023-12-07 21:55:00,Street Light Condition,11207
59668519,2023-12-07 21:54:55,Blocked Driveway,11435
59675346,2023-12-07 21:54:53,Non-Emergency Police Matter,11201
59673518,2023-12-07 21:54:46,Illegal Parking,11377
59669088,2023-12-07 21:54:38,Illegal Parking,11369
59670916,2023-12-07 21:54:36,Noise - Residential,10456
59671488,2023-12-07 21:54:22,Blocked Driveway,11354
59673263,2023-12-07 21:54:07,Missed Collection,11358
59666096,2023-12-07 21:53:42,Illegal Parking,11421
59672338,2023-12-07 21:53:13,Noise - Residential,11102
59673481,2023-12-07 21:53:11,Illegal Parking,11214
59671959,2023-12-07 21:53:00,Sewer,10036
59666018,2023-12-07 21:53:00,Lead,11368
59670830,2023-12-07 21:53:00,Street Light Condition,11207
59668948,2023-12-07 21:52:57,Consumer Complaint,10467
59675231,2023-12-07 21:52:49,Noise - Commercial,11233
59674708,2023-12-07 21:52:42,Encampment,11201
59675338,2023-12-07 21:52:41,Noise - Vehicle,10012
59669695,2023-12-07 21:52:05,HEAT/HOT WATER,10033
59668503,2023-12-07 21:51:56,Abandoned Vehicle,10037
59669363,2023-12-07 21:51:52,Noise - Residential,10468
59675546,2023-12-07 21:51:41,HEAT/HOT WATER,11212
59670742,2023-12-07 21:50:31,Blocked Driveway,11204
59667416,2023-12-07 21:50:28,Vendor Enforcement,11201
59668459,2023-12-07 21:50:06,Illegal Parking,11223
59668959,2023-12-07 21:50:00,Air Quality,10022
59673441,2023-12-07 21:50:00,Water System,10452
59670521,2023-12-07 21:50:00,Air Quality,11366
59673459,2023-12-07 21:50:00,Air Quality,11366
59666468,2023-12-07 21:49:40,Noise - Street/Sidewalk,11105
59665528,2023-12-07 21:49:38,Drug Activity,11366
59665697,2023-12-07 21:49:36,Illegal Parking,11103
59670107,2023-12-07 21:49:33,Illegal Parking,10472
59665527,2023-12-07 21:49:21,Drug Activity,11366
59671368,2023-12-07 21:48:42,UNSANITARY CONDITION,10461
59669893,2023-12-07 21:48:42,WATER LEAK,10461
59674288,2023-12-07 21:48:42,UNSANITARY CONDITION,10461
59673949,2023-12-07 21:48:42,GENERAL,10461
59668426,2023-12-07 21:48:42,WATER LEAK,10461
59675398,2023-12-07 21:48:42,ELECTRIC,10461
59672540,2023-12-07 21:48:42,HEAT/HOT WATER,10474
59669858,2023-12-07 21:48:42,UNSANITARY CONDITION,10461
59669526,2023-12-07 21:48:42,GENERAL,10461
59675850,2023-12-07 21:48:42,APPLIANCE,10461
59675332,2023-12-07 21:48:24,Noise - Street/Sidewalk,11105
59667257,2023-12-07 21:48:13,Noise - Vehicle,11435
59672398,2023-12-07 21:48:02,Noise - Residential,10457
59673005,2023-12-07 21:47:45,Rodent,11385
59666427,2023-12-07 21:47:44,Noise - Residential,11418
59671423,2023-12-07 21:47:32,Drug Activity,11366
59674358,2023-12-07 21:47:27,Drug Activity,11366
59671638,2023-12-07 21:47:21,Noise - Helicopter,11238
59673436,2023-12-07 21:47:00,Water System,11411
59670491,2023-12-07 21:47:00,Noise,10016
59674762,2023-12-07 21:46:44,Residential Disposal Complaint,11372
59670589,2023-12-07 21:46:44,Illegal Parking,10040
59672344,2023-12-07 21:46:33,Noise - Residential,10451
59664879,2023-12-07 21:46:27,Noise - Commercial,10034
59666428,2023-12-07 21:46:15,Noise - Residential,11377
59675462,2023-12-07 21:46:14,HEAT/HOT WATER,11225
59670698,2023-12-07 21:46:13,Noise - Vehicle,11415
59675246,2023-12-07 21:46:08,Noise - Commercial,10019
59672335,2023-12-07 21:46:08,Noise - Residential,10019
59673004,2023-12-07 21:46:04,Rodent,10023
59667095,2023-12-07 21:45:42,Rodent,10037
59668895,2023-12-07 21:45:39,Residential Disposal Complaint,11433
59670114,2023-12-07 21:45:24,Illegal Parking,10305
59673985,2023-12-07 21:45:17,HEAT/HOT WATER,10456
59668267,2023-12-07 21:45:15,HEAT/HOT WATER,10031
59673999,2023-12-07 21:45:11,HEAT/HOT WATER,11231
59675688,2023-12-07 21:45:10,HEAT/HOT WATER,11418
59665334,2023-12-07 21:45:10,HEAT/HOT WATER,10037
59673969,2023-12-07 21:45:09,HEAT/HOT WATER,10457
59666750,2023-12-07 21:45:08,HEAT/HOT WATER,10028
59669549,2023-12-07 21:45:07,HEAT/HOT WATER,11220
59669440,2023-12-07 21:44:56,Noise - Street/Sidewalk,11105
59675314,2023-12-07 21:44:46,Noise - Residential,11237
59672340,2023-12-07 21:44:27,Noise - Residential,10459
59670304,2023-12-07 21:44:19,Abandoned Bike,11226
59665634,2023-12-07 21:44:12,New Tree Request,10019
59671951,2023-12-07 21:44:00,Noise,11219
59673814,2023-12-07 21:43:59,Noise - Residential,11226
59670558,2023-12-07 21:43:55,Illegal Parking,10463
59665963,2023-12-07 21:43:40,Illegal Dumping,11369
59672339,2023-12-07 21:43:37,Noise - Residential,10456
59670104,2023-12-07 21:43:34,Illegal Parking,11417
59665887,2023-12-07 21:43:31,Dirty Condition,11216
59669222,2023-12-07 21:43:31,Blocked Driveway,11249
59669451,2023-12-07 21:43:16,Noise - Vehicle,10019
59669370,2023-12-07 21:42:45,Noise - Residential,11229
59664803,2023-12-07 21:42:43,Blocked Driveway,11201
59675293,2023-12-07 21:42:39,Noise - Residential,10457
59667568,2023-12-07 21:42:09,Illegal Parking,11223
59671131,2023-12-07 21:42:09,HEAT/HOT WATER,10013
59671221,2023-12-07 21:42:08,HEAT/HOT WATER,11215
59668269,2023-12-07 21:42:07,HEAT/HOT WATER,10034
59674075,2023-12-07 21:42:05,HEAT/HOT WATER,10037
59667307,2023-12-07 21:42:05,For Hire Vehicle Complaint,10065
59665108,2023-12-07 21:42:02,HEAT/HOT WATER,10039
59664908,2023-12-07 21:41:58,Noise - Residential,11229
59666728,2023-12-07 21:41:52,HEAT/HOT WATER,10033
59669640,2023-12-07 21:41:49,HEAT/HOT WATER,11220
59668775,2023-12-07 21:41:22,For Hire Vehicle Complaint,10022
59672020,2023-12-07 21:41:14,Illegal Parking,11223
59666000,2023-12-07 21:41:13,Illegal Parking,10461
59669279,2023-12-07 21:41:00,Traffic Signal Condition,11204
59673484,2023-12-07 21:40:41,Illegal Parking,11205
59674641,2023-12-07 21:40:33,Smoking,10034
59673341,2023-12-07 21:40:22,Dead Animal,11370
59671209,2023-12-07 21:40:22,HEAT/HOT WATER,11225
59669744,2023-12-07 21:40:19,HEAT/HOT WATER,10458
59675295,2023-12-07 21:39:56,Noise - Residential,11237
59673998,2023-12-07 21:39:41,HEAT/HOT WATER,10456
59669573,2023-12-07 21:39:35,HEAT/HOT WATER,11368
59665324,2023-12-07 21:39:34,HEAT/HOT WATER,10458
59672322,2023-12-07 21:39:22,Noise - Commercial,10065
59675294,2023-12-07 21:39:19,Noise - Residential,10455
59676077,2023-12-07 21:39:16,Noise - Helicopter,10025
59664987,2023-12-07 21:39:00,Noise - Street/Sidewalk,11377
59669656,2023-12-07 21:38:54,HEAT/HOT WATER,11236
59668571,2023-12-07 21:38:35,Rodent,11372
59675818,2023-12-07 21:38:29,WATER LEAK,10030
59674669,2023-12-07 21:38:28,Street Condition,10016
59672705,2023-12-07 21:38:08,HEAT/HOT WATER,10034
59668025,2023-12-07 21:38:06,ELECTRIC,10301
59675463,2023-12-07 21:38:06,HEAT/HOT WATER,10301
59671119,2023-12-07 21:38:05,HEAT/HOT WATER,10033
59669441,2023-12-07 21:38:03,Noise - Street/Sidewalk,10034
59664937,2023-12-07 21:38:01,Noise - Residential,10001
59664534,2023-12-07 21:38:00,Lead,11230
59668389,2023-12-07 21:37:43,UNSANITARY CONDITION,11211
59671475,2023-12-07 21:37:12,Animal-Abuse,10451
59675247,2023-12-07 21:37:00,Noise - Commercial,10026
59666797,2023-12-07 21:36:58,HEAT/HOT WATER,10458
59666996,2023-12-07 21:36:49,Drug Activity,11223
59672908,2023-12-07 21:36:28,Illegal Parking,11201
59672543,2023-12-07 21:36:17,HEAT/HOT WATER,10452
59670134,2023-12-07 21:36:08,Noise - Helicopter,10025
59669709,2023-12-07 21:35:53,HEAT/HOT WATER,10455
59671149,2023-12-07 21:35:51,HEAT/HOT WATER,11236
59671078,2023-12-07 21:35:18,HEAT/HOT WATER,10301
59670995,2023-12-07 21:35:18,ELECTRIC,10301
